"symbol","class","timeframe","strategy","status","approval_pf","approval_trades","approval_winrate","approval_maxdd"
"EURJPY","FOREX","H4","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","H4","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","H4","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","H4","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","D1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","D1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","D1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","D1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","D1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","D1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","M5","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","M5","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","M5","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","M5","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","M5","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","M5","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","M15","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","M15","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","M15","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","M15","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","M15","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","M15","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","M30","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","M30","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","M30","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","M30","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","M30","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","M30","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","H1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","H1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","H1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","H1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","H1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","H1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","H4","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","H4","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","H4","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","H4","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","H4","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","H4","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","D1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","D1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","D1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","D1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","D1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPJPY","FOREX","D1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","M5","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","M5","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","M5","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","M5","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","M5","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","M5","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","M15","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","M15","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","M15","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","M15","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","M15","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","M15","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","M30","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","M30","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","M30","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","M30","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","M30","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","M30","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","H1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","H1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","H1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","H1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","H1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","H1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","H4","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","H4","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","H4","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","H4","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","H4","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","H4","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","D1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","D1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","D1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","D1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","D1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURGBP","FOREX","D1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","M5","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","M5","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","M5","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","M5","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","M5","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","M5","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","M15","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","M15","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","M15","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","M15","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","M15","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","M15","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","M30","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","M30","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","M30","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","M30","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","M30","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","M30","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","H1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","H1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","H1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","H1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","H1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","H1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","H4","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","H4","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","H4","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","H4","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","H4","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","H4","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","D1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","D1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","D1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","D1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","D1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURAUD","FOREX","D1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","M5","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","M5","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","M5","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","M5","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","M5","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","M5","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","M15","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","M15","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","M15","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","M15","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","M15","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","M15","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","M30","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","M30","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","M30","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","M30","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","M30","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","M30","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","H1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","H1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","H1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","H1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","H1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","H1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","H4","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","H4","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","H4","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","H4","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","H4","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","H4","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","D1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","D1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","D1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","D1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","D1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURCAD","FOREX","D1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","M5","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","M5","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","M5","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","M5","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","M5","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","M5","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","M15","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","M15","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","M15","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","M15","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","M15","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","M15","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","M30","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","M30","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","M30","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","M30","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","M30","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","M30","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","H1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","H1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","H1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","H1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","H1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","H1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","H4","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","H4","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","H4","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","H4","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","H4","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","H4","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","D1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","D1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","D1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","D1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","D1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDJPY","FOREX","D1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","M5","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","M5","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","M5","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","M5","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","M5","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","M5","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","M15","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","M15","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","M15","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","M15","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","M15","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","M15","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","M30","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","M30","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","M30","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","M30","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","M30","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","M30","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","H1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","H1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","H1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","H1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","H1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","H1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","H4","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","H4","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","H4","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","H4","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","H4","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","H4","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","D1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","D1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","D1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","D1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","D1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"CADJPY","FOREX","D1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","M5","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","M5","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","M5","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","M5","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","M5","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","M5","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","M15","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","M15","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","M15","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","M15","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","M15","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","M15","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","M30","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","M30","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","M30","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","M30","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","M30","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","M30","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","H1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","H1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","H1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","H1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","H1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","H1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","H4","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","H4","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","H4","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","H4","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","H4","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","H4","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","D1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","D1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","D1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","D1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","D1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"XAUUSD","FOREX","D1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"XAGUSD","FOREX","M5","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"XAGUSD","FOREX","M5","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"XAGUSD","FOREX","M5","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"XAGUSD","FOREX","M5","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"XAGUSD","FOREX","M5","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"XAGUSD","FOREX","M5","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"XAGUSD","FOREX","M15","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"XAGUSD","FOREX","M15","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"XAGUSD","FOREX","M15","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"XAGUSD","FOREX","M15","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"XAGUSD","FOREX","M15","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"XAGUSD","FOREX","M15","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"XAGUSD","FOREX","M30","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"XAGUSD","FOREX","M30","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"XAGUSD","FOREX","M30","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"XAGUSD","FOREX","M30","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"XAGUSD","FOREX","M30","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
