trade_id,edge_id,symbol,timeframe,strategy,params,entry_time,entry_action,entry_price,entry_reason,stop_reference,stop_reason,target_atr,target_rr,target_reason,exit_time,exit_price,exit_reason,pnl,result,payoff_context,mode,real_orders
"XAUUSD_D1_EMA_CROSS_9,34_655_704","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2023-03-14 00:00:00,BUY,1912.32,"EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1804.69,stop técnico baseado em swing low anterior + volatilidade ATR14=23.537857,1959.395714,2127.58,target calculado por confluência: 2x ATR (1959.395714) + RR 2:1 baseado no swing/stop (2127.58),2023-05-23 00:00:00,1971.88,saída por sinal oposto: novo cruzamento SELL em 2023-05-22 00:00:00,59.56,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_704_744","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2023-05-23 00:00:00,SELL,1971.88,"EMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",2066.81,stop técnico baseado em swing high anterior + volatilidade ATR14=27.041429,1917.797143,1782.02,target calculado por confluência: 2x ATR (1917.797143) + RR 2:1 baseado no swing/stop (1782.02),2023-07-18 00:00:00,1954.69,saída por sinal oposto: novo cruzamento BUY em 2023-07-17 00:00:00,17.19,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_744_757","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2023-07-18 00:00:00,BUY,1954.69,"EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1892.95,stop técnico baseado em swing low anterior + volatilidade ATR14=18.208571,1991.107143,2078.17,target calculado por confluência: 2x ATR (1991.107143) + RR 2:1 baseado no swing/stop (2078.17),2023-08-04 00:00:00,1934.62,saída por sinal oposto: novo cruzamento SELL em 2023-08-03 00:00:00,-20.07,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_757_778","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2023-08-04 00:00:00,SELL,1934.62,"EMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1987.43,stop técnico baseado em swing high anterior + volatilidade ATR14=19.590714,1895.438571,1829.0,target calculado por confluência: 2x ATR (1895.438571) + RR 2:1 baseado no swing/stop (1829.0),2023-09-04 00:00:00,1940.41,saída por sinal oposto: novo cruzamento BUY em 2023-09-01 00:00:00,-5.79,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_778_781","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2023-09-04 00:00:00,BUY,1940.41,"EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1884.81,stop técnico baseado em swing low anterior + volatilidade ATR14=15.775714,1971.961429,2051.61,target calculado por confluência: 2x ATR (1971.961429) + RR 2:1 baseado no swing/stop (2051.61),2023-09-07 00:00:00,1917.07,saída por sinal oposto: novo cruzamento SELL em 2023-09-06 00:00:00,-23.34,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_781_811","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2023-09-07 00:00:00,SELL,1917.07,"EMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1953.02,stop técnico baseado em swing high anterior + volatilidade ATR14=14.91,1887.25,1845.17,target calculado por confluência: 2x ATR (1887.25) + RR 2:1 baseado no swing/stop (1845.17),2023-10-19 00:00:00,1947.76,saída por sinal oposto: novo cruzamento BUY em 2023-10-18 00:00:00,-30.69,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_811_879","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2023-10-19 00:00:00,BUY,1947.76,"EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1810.47,stop técnico baseado em swing low anterior + volatilidade ATR14=25.342143,1998.444286,2222.34,target calculado por confluência: 2x ATR (1998.444286) + RR 2:1 baseado no swing/stop (2222.34),2024-01-25 00:00:00,2014.3,saída por sinal oposto: novo cruzamento SELL em 2024-01-24 00:00:00,66.54,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_879_883","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2024-01-25 00:00:00,SELL,2014.3,"EMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",2088.51,stop técnico baseado em swing high anterior + volatilidade ATR14=24.635,1965.03,1865.88,target calculado por confluência: 2x ATR (1965.03) + RR 2:1 baseado no swing/stop (1865.88),2024-01-31 00:00:00,2036.95,saída por sinal oposto: novo cruzamento BUY em 2024-01-30 00:00:00,-22.65,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_883_893","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2024-01-31 00:00:00,BUY,2036.95,"EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",2001.68,stop técnico baseado em swing low anterior + volatilidade ATR14=21.755714,2080.461429,2107.49,target calculado por confluência: 2x ATR (2080.461429) + RR 2:1 baseado no swing/stop (2107.49),2024-02-14 00:00:00,1993.44,saída por sinal oposto: novo cruzamento SELL em 2024-02-13 00:00:00,-43.51,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_893_903","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2024-02-14 00:00:00,SELL,1993.44,"EMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",2065.54,stop técnico baseado em swing high anterior + volatilidade ATR14=21.985,1949.47,1849.24,target calculado por confluência: 2x ATR (1949.47) + RR 2:1 baseado no swing/stop (1849.24),2024-02-28 00:00:00,2030.71,saída por sinal oposto: novo cruzamento BUY em 2024-02-27 00:00:00,-37.27,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_903_977","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2024-02-28 00:00:00,BUY,2030.71,"EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1984.03,stop técnico baseado em swing low anterior + volatilidade ATR14=17.696429,2066.102857,2124.07,target calculado por confluência: 2x ATR (2066.102857) + RR 2:1 baseado no swing/stop (2124.07),2024-06-12 00:00:00,2317.07,saída por sinal oposto: novo cruzamento SELL em 2024-06-11 00:00:00,286.36,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_977_984","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2024-06-12 00:00:00,SELL,2317.07,"EMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",2450.07,stop técnico baseado em swing high anterior + volatilidade ATR14=36.343571,2244.382857,2051.07,target calculado por confluência: 2x ATR (2244.382857) + RR 2:1 baseado no swing/stop (2051.07),2024-06-21 00:00:00,2360.71,saída por sinal oposto: novo cruzamento BUY em 2024-06-20 00:00:00,-43.64,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_984_985","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2024-06-21 00:00:00,BUY,2360.71,"EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",2286.71,stop técnico baseado em swing low anterior + volatilidade ATR14=34.14,2428.99,2508.71,target calculado por confluência: 2x ATR (2428.99) + RR 2:1 baseado no swing/stop (2508.71),2024-06-24 00:00:00,2321.36,saída por sinal oposto: novo cruzamento SELL em 2024-06-21 00:00:00,-39.35,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_985_993","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2024-06-24 00:00:00,SELL,2321.36,"EMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",2387.69,stop técnico baseado em swing high anterior + volatilidade ATR14=35.0,2251.36,2188.7,target calculado por confluência: 2x ATR (2251.36) + RR 2:1 baseado no swing/stop (2188.7),2024-07-04 00:00:00,2356.17,saída por sinal oposto: novo cruzamento BUY em 2024-07-03 00:00:00,-34.81,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_993_1088","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2024-07-04 00:00:00,BUY,2356.17,"EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",2286.71,stop técnico baseado em swing low anterior + volatilidade ATR14=27.467143,2411.104286,2495.09,target calculado por confluência: 2x ATR (2411.104286) + RR 2:1 baseado no swing/stop (2495.09),2024-11-14 00:00:00,2574.82,saída por sinal oposto: novo cruzamento SELL em 2024-11-13 00:00:00,218.65,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_1088_1107","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2024-11-14 00:00:00,SELL,2574.82,"EMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",2790.09,stop técnico baseado em swing high anterior + volatilidade ATR14=42.210714,2490.398571,2144.28,target calculado por confluência: 2x ATR (2490.398571) + RR 2:1 baseado no swing/stop (2144.28),2024-12-11 00:00:00,2693.98,saída por sinal oposto: novo cruzamento BUY em 2024-12-10 00:00:00,-119.16,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_1107_1113","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2024-12-11 00:00:00,BUY,2693.98,"EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",2536.77,stop técnico baseado em swing low anterior + volatilidade ATR14=38.257857,2770.495714,3008.4,target calculado por confluência: 2x ATR (2770.495714) + RR 2:1 baseado no swing/stop (3008.4),2024-12-19 00:00:00,2585.48,saída por sinal oposto: novo cruzamento SELL em 2024-12-18 00:00:00,-108.5,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_1113_1127","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2024-12-19 00:00:00,SELL,2585.48,"EMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",2726.15,stop técnico baseado em swing high anterior + volatilidade ATR14=37.117143,2511.245714,2304.14,target calculado por confluência: 2x ATR (2511.245714) + RR 2:1 baseado no swing/stop (2304.14),2025-01-10 00:00:00,2670.34,saída por sinal oposto: novo cruzamento BUY em 2025-01-09 00:00:00,-84.86,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_1127_1270","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2025-01-10 00:00:00,BUY,2670.34,"EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",2582.92,stop técnico baseado em swing low anterior + volatilidade ATR14=29.45,2729.24,2845.18,target calculado por confluência: 2x ATR (2729.24) + RR 2:1 baseado no swing/stop (2845.18),2025-07-31 00:00:00,3277.45,saída por sinal oposto: novo cruzamento SELL em 2025-07-30 00:00:00,607.11,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_1270_1273","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2025-07-31 00:00:00,SELL,3277.45,"EMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",3438.77,stop técnico baseado em swing high anterior + volatilidade ATR14=46.235714,3184.978571,2954.81,target calculado por confluência: 2x ATR (3184.978571) + RR 2:1 baseado no swing/stop (2954.81),2025-08-05 00:00:00,3376.19,saída por sinal oposto: novo cruzamento BUY em 2025-08-04 00:00:00,-98.74,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_1273_1284","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2025-08-05 00:00:00,BUY,3376.19,"EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",3268.17,stop técnico baseado em swing low anterior + volatilidade ATR14=48.625,3473.44,3592.23,target calculado por confluência: 2x ATR (3473.44) + RR 2:1 baseado no swing/stop (3592.23),2025-08-20 00:00:00,3316.47,saída por sinal oposto: novo cruzamento SELL em 2025-08-19 00:00:00,-59.72,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_1284_1287","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2025-08-20 00:00:00,SELL,3316.47,"EMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",3438.77,stop técnico baseado em swing high anterior + volatilidade ATR14=38.614286,3239.241429,3071.87,target calculado por confluência: 2x ATR (3239.241429) + RR 2:1 baseado no swing/stop (3071.87),2025-08-25 00:00:00,3368.71,saída por sinal oposto: novo cruzamento BUY em 2025-08-22 00:00:00,-52.24,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"XAUUSD_D1_EMA_CROSS_9,34_1287_1434","XAUUSD_D1_EMA_CROSS_9,34",XAUUSD,D1,EMA_CROSS,"9,34",2025-08-25 00:00:00,BUY,3368.71,"EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",3268.17,stop técnico baseado em swing low anterior + volatilidade ATR14=35.883571,3440.477143,3569.79,target calculado por confluência: 2x ATR (3440.477143) + RR 2:1 baseado no swing/stop (3569.79),2026-03-20 00:00:00,4654.32,saída por sinal oposto: novo cruzamento SELL em 2026-03-19 00:00:00,1285.61,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_13,55_161_180","USDCAD_H1_EMA_CROSS_13,55",USDCAD,H1,EMA_CROSS,"13,55",2025-09-09 00:00:00,SELL,1.37992,"EMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.38435,stop técnico baseado em swing high anterior + volatilidade ATR14=0.00128,1.37736,1.37106,target calculado por confluência: 2x ATR (1.37736) + RR 2:1 baseado no swing/stop (1.37106),2025-09-09 19:00:00,1.3835,saída por sinal oposto: novo cruzamento BUY em 2025-09-09 18:00:00,-0.00358,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_13,55_180_232","USDCAD_H1_EMA_CROSS_13,55",USDCAD,H1,EMA_CROSS,"13,55",2025-09-09 19:00:00,BUY,1.3835,"EMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.37935,stop técnico baseado em swing low anterior + volatilidade ATR14=0.00129,1.38608,1.3918,target calculado por confluência: 2x ATR (1.38608) + RR 2:1 baseado no swing/stop (1.3918),2025-09-11 23:00:00,1.38322,saída por sinal oposto: novo cruzamento SELL em 2025-09-11 22:00:00,-0.00028,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_13,55_232_337","USDCAD_H1_EMA_CROSS_13,55",USDCAD,H1,EMA_CROSS,"13,55",2025-09-11 23:00:00,SELL,1.38322,"EMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.38911,stop técnico baseado em swing high anterior + volatilidade ATR14=0.001256,1.380707,1.37144,target calculado por confluência: 2x ATR (1.380707) + RR 2:1 baseado no swing/stop (1.37144),2025-09-18 08:00:00,1.37858,saída por sinal oposto: novo cruzamento BUY em 2025-09-18 07:00:00,0.00464,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_13,55_337_377","USDCAD_H1_EMA_CROSS_13,55",USDCAD,H1,EMA_CROSS,"13,55",2025-09-18 08:00:00,BUY,1.37858,"EMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.37268,stop técnico baseado em swing low anterior + volatilidade ATR14=0.001471,1.381521,1.39038,target calculado por confluência: 2x ATR (1.381521) + RR 2:1 baseado no swing/stop (1.39038),2025-09-22 00:00:00,1.37705,saída por sinal oposto: novo cruzamento SELL em 2025-09-19 23:00:00,-0.00153,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_13,55_377_384","USDCAD_H1_EMA_CROSS_13,55",USDCAD,H1,EMA_CROSS,"13,55",2025-09-22 00:00:00,SELL,1.37705,"EMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.38251,stop técnico baseado em swing high anterior + volatilidade ATR14=0.001435,1.37418,1.36613,target calculado por confluência: 2x ATR (1.37418) + RR 2:1 baseado no swing/stop (1.36613),2025-09-22 07:00:00,1.37955,saída por sinal oposto: novo cruzamento BUY em 2025-09-22 06:00:00,-0.0025,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_13,55_384_519","USDCAD_H1_EMA_CROSS_13,55",USDCAD,H1,EMA_CROSS,"13,55",2025-09-22 07:00:00,BUY,1.37955,"EMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.37688,stop técnico baseado em swing low anterior + volatilidade ATR14=0.001293,1.382136,1.38489,target calculado por confluência: 2x ATR (1.382136) + RR 2:1 baseado no swing/stop (1.38489),2025-09-29 22:00:00,1.3914,saída por sinal oposto: novo cruzamento SELL em 2025-09-29 21:00:00,0.01185,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_13,55_519_548","USDCAD_H1_EMA_CROSS_13,55",USDCAD,H1,EMA_CROSS,"13,55",2025-09-29 22:00:00,SELL,1.3914,"EMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.39474,stop técnico baseado em swing high anterior + volatilidade ATR14=0.001061,1.389277,1.38472,target calculado por confluência: 2x ATR (1.389277) + RR 2:1 baseado no swing/stop (1.38472),2025-10-01 03:00:00,1.39241,saída por sinal oposto: novo cruzamento BUY em 2025-10-01 02:00:00,-0.00101,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_13,55_548_641","USDCAD_H1_EMA_CROSS_13,55",USDCAD,H1,EMA_CROSS,"13,55",2025-10-01 03:00:00,BUY,1.39241,"EMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.38963,stop técnico baseado em swing low anterior + volatilidade ATR14=0.001146,1.394701,1.39797,target calculado por confluência: 2x ATR (1.394701) + RR 2:1 baseado no swing/stop (1.39797),2025-10-07 00:00:00,1.39409,saída por sinal oposto: novo cruzamento SELL em 2025-10-06 23:00:00,0.00168,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_13,55_641_653","USDCAD_H1_EMA_CROSS_13,55",USDCAD,H1,EMA_CROSS,"13,55",2025-10-07 00:00:00,SELL,1.39409,"EMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.39677,stop técnico baseado em swing high anterior + volatilidade ATR14=0.000896,1.392297,1.38873,target calculado por confluência: 2x ATR (1.392297) + RR 2:1 baseado no swing/stop (1.38873),2025-10-07 12:00:00,1.39564,saída por sinal oposto: novo cruzamento BUY em 2025-10-07 11:00:00,-0.00155,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_13,55_653_659","USDCAD_H1_EMA_CROSS_13,55",USDCAD,H1,EMA_CROSS,"13,55",2025-10-07 12:00:00,BUY,1.39564,"EMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.39391,stop técnico baseado em swing low anterior + volatilidade ATR14=0.000622,1.396884,1.3991,target calculado por confluência: 2x ATR (1.396884) + RR 2:1 baseado no swing/stop (1.3991),2025-10-07 18:00:00,1.39472,saída por sinal oposto: novo cruzamento SELL em 2025-10-07 17:00:00,-0.00092,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_13,55_659_664","USDCAD_H1_EMA_CROSS_13,55",USDCAD,H1,EMA_CROSS,"13,55",2025-10-07 18:00:00,SELL,1.39472,"EMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.39626,stop técnico baseado em swing high anterior + volatilidade ATR14=0.000741,1.393239,1.39164,target calculado por confluência: 2x ATR (1.393239) + RR 2:1 baseado no swing/stop (1.39164),2025-10-07 23:00:00,1.39546,saída por sinal oposto: novo cruzamento BUY em 2025-10-07 22:00:00,-0.00074,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_13,55_664_665","USDCAD_H1_EMA_CROSS_13,55",USDCAD,H1,EMA_CROSS,"13,55",2025-10-07 23:00:00,BUY,1.39546,"EMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.39387,stop técnico baseado em swing low anterior + volatilidade ATR14=0.000936,1.397333,1.39864,target calculado por confluência: 2x ATR (1.397333) + RR 2:1 baseado no swing/stop (1.39864),2025-10-08 00:00:00,1.39475,saída por sinal oposto: novo cruzamento SELL em 2025-10-07 23:00:00,-0.00071,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_13,55_665_669","USDCAD_H1_EMA_CROSS_13,55",USDCAD,H1,EMA_CROSS,"13,55",2025-10-08 00:00:00,SELL,1.39475,"EMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.39626,stop técnico baseado em swing high anterior + volatilidade ATR14=0.000952,1.392846,1.39173,target calculado por confluência: 2x ATR (1.392846) + RR 2:1 baseado no swing/stop (1.39173),2025-10-08 04:00:00,1.39564,saída por sinal oposto: novo cruzamento BUY em 2025-10-08 03:00:00,-0.00089,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_13,55_669_681","USDCAD_H1_EMA_CROSS_13,55",USDCAD,H1,EMA_CROSS,"13,55",2025-10-08 04:00:00,BUY,1.39564,"EMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.39387,stop técnico baseado em swing low anterior + volatilidade ATR14=0.000929,1.397499,1.39918,target calculado por confluência: 2x ATR (1.397499) + RR 2:1 baseado no swing/stop (1.39918),2025-10-08 16:00:00,1.39381,saída por sinal oposto: novo cruzamento SELL em 2025-10-08 15:00:00,-0.00183,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_13,55_681_686","USDCAD_H1_EMA_CROSS_13,55",USDCAD,H1,EMA_CROSS,"13,55",2025-10-08 16:00:00,SELL,1.39381,"EMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.39708,stop técnico baseado em swing high anterior + volatilidade ATR14=0.000704,1.392401,1.38727,target calculado por confluência: 2x ATR (1.392401) + RR 2:1 baseado no swing/stop (1.38727),2025-10-08 21:00:00,1.39572,saída por sinal oposto: novo cruzamento BUY em 2025-10-08 20:00:00,-0.00191,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_13,55_686_691","USDCAD_H1_EMA_CROSS_13,55",USDCAD,H1,EMA_CROSS,"13,55",2025-10-08 21:00:00,BUY,1.39572,"EMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.39318,stop técnico baseado em swing low anterior + volatilidade ATR14=0.000871,1.397463,1.4008,target calculado por confluência: 2x ATR (1.397463) + RR 2:1 baseado no swing/stop (1.4008),2025-10-09 02:00:00,1.39501,saída por sinal oposto: novo cruzamento SELL em 2025-10-09 01:00:00,-0.00071,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_13,55_691_692","USDCAD_H1_EMA_CROSS_13,55",USDCAD,H1,EMA_CROSS,"13,55",2025-10-09 02:00:00,SELL,1.39501,"EMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.39708,stop técnico baseado em swing high anterior + volatilidade ATR14=0.00092,1.39317,1.39087,target calculado por confluência: 2x ATR (1.39317) + RR 2:1 baseado no swing/stop (1.39087),2025-10-09 03:00:00,1.39551,saída por sinal oposto: novo cruzamento BUY em 2025-10-09 02:00:00,-0.0005,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
