"FullName","Name","Extension","Length","LastWriteTime"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\p56b_pending_media_resolution_audit.json","p56b_pending_media_resolution_audit.json",".json","5958","10/06/2026 15:14:30"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\p56c_strict_external_pedigree_audit.json","p56c_strict_external_pedigree_audit.json",".json","3609","10/06/2026 13:29:45"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\p56d_market_price_dedup_audit.json","p56d_market_price_dedup_audit.json",".json","165","10/06/2026 14:10:04"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\p56d_market_price_dedup_by_url_audit.json","p56d_market_price_dedup_by_url_audit.json",".json","179","10/06/2026 14:12:21"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\p56e_execution_audit.json","p56e_execution_audit.json",".json","755","09/06/2026 12:52:13"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\p56e0_country_normalization_audit.json","p56e0_country_normalization_audit.json",".json","4899","09/06/2026 13:12:16"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\p56e0_country_ranking_sync_audit.json","p56e0_country_ranking_sync_audit.json",".json","704","09/06/2026 13:21:03"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\p56e1_genetic_score_audit.json","p56e1_genetic_score_audit.json",".json","163","09/06/2026 15:21:46"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\p56e1_snapshot.py","p56e1_snapshot.py",".py","619","09/06/2026 15:34:44"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\p56e2_master_genetic_expansion_audit.json","p56e2_master_genetic_expansion_audit.json",".json","16710","11/06/2026 11:23:16"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\p56e4_cursor_deep_fetch_audit.json","p56e4_cursor_deep_fetch_audit.json",".json","2052","10/06/2026 10:50:59"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\p56e4_final_freeze_snapshot.json","p56e4_final_freeze_snapshot.json",".json","6669","10/06/2026 13:14:10"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\p56e4_partial_freeze_audit.json","p56e4_partial_freeze_audit.json",".json","6567","10/06/2026 10:59:54"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\p56e5_bad_entity_rollback_audit.json","p56e5_bad_entity_rollback_audit.json",".json","173","09/06/2026 13:02:04"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\p56e5_strict_bad_entity_delete_audit.json","p56e5_strict_bad_entity_delete_audit.json",".json","27552","09/06/2026 13:06:29"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\p56g_manual_audited_animal_seed_expansion.json","p56g_manual_audited_animal_seed_expansion.json",".json","681","10/06/2026 16:15:53"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\p56h_ai_provider_audit_and_ytdlp_schema_safe.json","p56h_ai_provider_audit_and_ytdlp_schema_safe.json",".json","8833","10/06/2026 18:46:59"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\p56h_ai_provider_audit_and_ytdlp_schema_safe.py","p56h_ai_provider_audit_and_ytdlp_schema_safe.py",".py","2656","10/06/2026 18:42:32"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\TRANSFER_PACKAGE\PTO_20260611T143207Z\PTO_EXECUTION_AUDIT.json","PTO_EXECUTION_AUDIT.json",".json","1218","11/06/2026 11:32:10"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\CANARY_RUNTIME_LEDGER.jsonl","CANARY_RUNTIME_LEDGER.jsonl",".jsonl","211817","17/06/2026 10:32:04"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1901_DEPTH_AUDIT_REPORT.json","P1901_DEPTH_AUDIT_REPORT.json",".json","30198","17/06/2026 10:29:30"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_14ZB_CAPABILITY_WIRING_AUDIT.txt","P4_14ZB_CAPABILITY_WIRING_AUDIT.txt",".txt","8366","31/05/2026 17:13:22"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_14ZF_RETURN_EXPLOSION_AUDIT.txt","P4_14ZF_RETURN_EXPLOSION_AUDIT.txt",".txt","6663","31/05/2026 17:17:05"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_14ZH_FLOW_DOMINANCE_AUDIT.txt","P4_14ZH_FLOW_DOMINANCE_AUDIT.txt",".txt","8509","31/05/2026 17:20:07"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_15C_LAUNCH_CRITICAL_WIRING_AUDIT.txt","P4_15C_LAUNCH_CRITICAL_WIRING_AUDIT.txt",".txt","20924","31/05/2026 17:54:14"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_15E_RUNTIME_SOCIAL_ENGINE_AUDIT.txt","P4_15E_RUNTIME_SOCIAL_ENGINE_AUDIT.txt",".txt","8400","31/05/2026 17:58:01"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_15F_REAL_SOCIAL_CORE_AUDIT.txt","P4_15F_REAL_SOCIAL_CORE_AUDIT.txt",".txt","142919","31/05/2026 17:59:02"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_15G_REAL_COGNITIVE_PIPELINE_AUDIT.txt","P4_15G_REAL_COGNITIVE_PIPELINE_AUDIT.txt",".txt","8867","31/05/2026 18:00:33"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_17_DEEP_LAUNCH_ROI_SCAN.txt","P4_17_DEEP_LAUNCH_ROI_SCAN.txt",".txt","221138","31/05/2026 19:13:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_17B_RUNTIME_REALITY_AUDIT.txt","P4_17B_RUNTIME_REALITY_AUDIT.txt",".txt","226249","31/05/2026 19:14:20"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_23_DRIVE_DEEP_USEFUL_CAPABILITY_SCAN_20260531_202907.txt","P4_23_DRIVE_DEEP_USEFUL_CAPABILITY_SCAN_20260531_202907.txt",".txt","44280975","31/05/2026 20:42:43"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_23D_REAL_RUNTIME_PROOF_SCAN.txt","P4_23D_REAL_RUNTIME_PROOF_SCAN.txt",".txt","272879","31/05/2026 21:05:49"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_23H_POST_SURGERY_DEAD_PATH_AUDIT.txt","P4_23H_POST_SURGERY_DEAD_PATH_AUDIT.txt",".txt","22937","01/06/2026 10:55:30"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_23I_CONTRACT_PATCH_LINE_AUDIT.txt","P4_23I_CONTRACT_PATCH_LINE_AUDIT.txt",".txt","6073","01/06/2026 11:27:41"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_23J_DEADPATH_LINE_AUDIT.txt","P4_23J_DEADPATH_LINE_AUDIT.txt",".txt","1937","01/06/2026 11:50:35"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_25_DRIVE_ZEROING_REAL_LAYER_LEDGER.txt","P4_25_DRIVE_ZEROING_REAL_LAYER_LEDGER.txt",".txt","1495","01/06/2026 14:07:57"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_25C_FRIENDSHIP_RUNTIME_ACCEPTANCE_AUDIT.txt","P4_25C_FRIENDSHIP_RUNTIME_ACCEPTANCE_AUDIT.txt",".txt","690","01/06/2026 14:50:34"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_26L_RUNTIME_HOOK_AUDIT.txt","P4_26L_RUNTIME_HOOK_AUDIT.txt",".txt","683249","01/06/2026 17:50:44"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_26L_SEMANTIC_ENGINE_AUDIT.txt","P4_26L_SEMANTIC_ENGINE_AUDIT.txt",".txt","216682","01/06/2026 17:51:31"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_27_HIGH_VALUE_AUDIT.txt","P4_27_HIGH_VALUE_AUDIT.txt",".txt","8678","02/06/2026 11:32:31"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_27O_CONTEXTUAL_RERANKING_AUDIT.txt","P4_27O_CONTEXTUAL_RERANKING_AUDIT.txt",".txt","1893","02/06/2026 12:15:29"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_27P_TWILIO_ORCHESTRATOR_AUDIT.txt","P4_27P_TWILIO_ORCHESTRATOR_AUDIT.txt",".txt","1922","02/06/2026 12:23:12"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_27Q_SOCIAL_OBSERVATION_AUDIT.txt","P4_27Q_SOCIAL_OBSERVATION_AUDIT.txt",".txt","4101","02/06/2026 12:39:32"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_27R_PLANNER_GOVERNOR_AUDIT.txt","P4_27R_PLANNER_GOVERNOR_AUDIT.txt",".txt","4361","02/06/2026 13:10:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_27S_MULTIMODAL_VISUAL_GATE_AUDIT.txt","P4_27S_MULTIMODAL_VISUAL_GATE_AUDIT.txt",".txt","8105","02/06/2026 14:06:04"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_27U_LEGACY_BYPASS_AUDIT.txt","P4_27U_LEGACY_BYPASS_AUDIT.txt",".txt","4448","02/06/2026 14:57:48"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_27U_RUNTIME_INTERCEPTORS_AUDIT.txt","P4_27U_RUNTIME_INTERCEPTORS_AUDIT.txt",".txt","16527","02/06/2026 14:59:20"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_28_TRUTH_MATRIX_20260602_141954.md","P4_28_TRUTH_MATRIX_20260602_141954.md",".md","27424","02/06/2026 14:20:09"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_28D_RUNTIME_WIRING_GAP_AUDIT_20260602_151631.md","P4_28D_RUNTIME_WIRING_GAP_AUDIT_20260602_151631.md",".md","2050","02/06/2026 15:16:31"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_28F_WHATSAPP_RUNTIME_SEIZURE_AUDIT_20260602_152845.md","P4_28F_WHATSAPP_RUNTIME_SEIZURE_AUDIT_20260602_152845.md",".md","4754","02/06/2026 15:28:51"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_28I_FINAL_RESPONSE_SEIZURE_AUDIT_20260602_162421.txt","P4_28I_FINAL_RESPONSE_SEIZURE_AUDIT_20260602_162421.txt",".txt","15126","02/06/2026 16:24:21"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_28Z_WORKSPACE_AUDIT.txt","P4_28Z_WORKSPACE_AUDIT.txt",".txt","5621","03/06/2026 08:06:07"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_29_UNIVERSAL_FACTUAL_RUNTIME_AUDIT.txt","P4_29_UNIVERSAL_FACTUAL_RUNTIME_AUDIT.txt",".txt","159775","03/06/2026 09:59:03"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.49A_RUNTIME_AUDIT.json","P4.49A_RUNTIME_AUDIT.json",".json","1093","06/06/2026 17:34:17"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\PERSONA_LEAK_SCAN.json","PERSONA_LEAK_SCAN.json",".json","3349","19/05/2026 18:21:06"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\FIX11K_C_SAFE_PROBE_20260526_132151\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","235","03/06/2026 14:44:50"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\FIX11K_D_INPROCESS_TRACE_20260526_132906\FALLBACK_ORIGIN_AUDIT.json","FALLBACK_ORIGIN_AUDIT.json",".json","12940","03/06/2026 14:44:50"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\FIX11L_1B_CONTEXT_RECOVERY_DECISION_MEMORY_20260527_150301\DISPATCH_VS_UCCE_SCORE_MATRIX.json","DISPATCH_VS_UCCE_SCORE_MATRIX.json",".json","15457","03/06/2026 14:44:50"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\FIX11L_1B_CONTEXT_RECOVERY_DECISION_MEMORY_20260527_150301\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","456","03/06/2026 14:44:50"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\FIX11L_1C2_SOCIAL_CLASS_GATE_20260527_153300\SOCIAL_CLASS_GATE_MATRIX.json","SOCIAL_CLASS_GATE_MATRIX.json",".json","2470","03/06/2026 14:44:50"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\FIX11L_1C3_FINAL_CONSOLIDATED_GATE_20260527_160006\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","576","03/06/2026 14:44:50"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\FIX11L_1C3_FINAL_MIXED_GATE_20260527_155025\DISPATCH_VS_UCCE_SCORE_MATRIX.json","DISPATCH_VS_UCCE_SCORE_MATRIX.json",".json","10401","03/06/2026 14:44:50"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\FIX11L_1C3_SOCIAL_CLASS_GATE_20260527_153817\SOCIAL_CLASS_GATE_MATRIX.json","SOCIAL_CLASS_GATE_MATRIX.json",".json","2399","03/06/2026 14:44:50"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\FIX11L_1C_SOCIAL_CLASS_GATE_20260527_152156\SOCIAL_CLASS_GATE_MATRIX.json","SOCIAL_CLASS_GATE_MATRIX.json",".json","2470","03/06/2026 14:44:50"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\FIX11L_1C_SOCIAL_NATURALNESS_20260527_151528\DISPATCH_VS_UCCE_SCORE_MATRIX.json","DISPATCH_VS_UCCE_SCORE_MATRIX.json",".json","15320","03/06/2026 14:44:50"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1902C\DATA_QUALITY_AND_COVERAGE_AUDIT.json","DATA_QUALITY_AND_COVERAGE_AUDIT.json",".json","135342","17/06/2026 10:30:15"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1902D\DATA_COVERAGE_MATRIX.json","DATA_COVERAGE_MATRIX.json",".json","23197","17/06/2026 10:30:16"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1902D1\COVERAGE_MATRIX_AUDIT.json","COVERAGE_MATRIX_AUDIT.json",".json","4230","17/06/2026 10:30:15"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1902D2\UNIFIED_COVERAGE_MATRIX.json","UNIFIED_COVERAGE_MATRIX.json",".json","47276","17/06/2026 10:30:16"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1902G\SOURCE_COVERAGE_MATRIX.json","SOURCE_COVERAGE_MATRIX.json",".json","1108","17/06/2026 10:30:16"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1903D_J\P1903D_EVENT_CANONICAL_LEDGER.json","P1903D_EVENT_CANONICAL_LEDGER.json",".json","10837","17/06/2026 10:30:17"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1903D_J\P1903J_EVENT_READINESS_AUDIT.json","P1903J_EVENT_READINESS_AUDIT.json",".json","486","17/06/2026 10:30:17"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1904A_J\P1904D_REGIME_TRANSITION_MATRIX.json","P1904D_REGIME_TRANSITION_MATRIX.json",".json","12883","17/06/2026 10:30:17"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1904A_J\P1904I_REGIME_COVERAGE_AUDIT.json","P1904I_REGIME_COVERAGE_AUDIT.json",".json","185","17/06/2026 10:30:17"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1904A_J\P1904J_REGIME_READINESS_AUDIT.json","P1904J_REGIME_READINESS_AUDIT.json",".json","479","17/06/2026 10:30:17"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1905A_J\P1905I_ASSET_COVERAGE_AUDIT.json","P1905I_ASSET_COVERAGE_AUDIT.json",".json","3158","17/06/2026 10:30:17"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1905A_J\P1905J_MULTI_ASSET_READINESS_AUDIT.json","P1905J_MULTI_ASSET_READINESS_AUDIT.json",".json","334","17/06/2026 10:30:17"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1906A_J\P1906I_FEATURE_COVERAGE_AUDIT.json","P1906I_FEATURE_COVERAGE_AUDIT.json",".json","349","17/06/2026 10:30:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1906A_J\P1906J_FEATURE_EXPLOSION_READINESS_AUDIT.json","P1906J_FEATURE_EXPLOSION_READINESS_AUDIT.json",".json","349","17/06/2026 10:30:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1907A_J\P1907J_CAUSALITY_READINESS_AUDIT.json","P1907J_CAUSALITY_READINESS_AUDIT.json",".json","350","17/06/2026 10:30:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1908A_J\P1908I_MEMORY_COVERAGE_AUDIT.json","P1908I_MEMORY_COVERAGE_AUDIT.json",".json","415","17/06/2026 10:30:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1908A_J\P1908J_MARKET_MEMORY_READINESS_AUDIT.json","P1908J_MARKET_MEMORY_READINESS_AUDIT.json",".json","415","17/06/2026 10:30:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1909A_J\P1909I_SPECIALIST_COVERAGE_AUDIT.json","P1909I_SPECIALIST_COVERAGE_AUDIT.json",".json","425","17/06/2026 10:30:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P1909A_J\P1909J_SPECIALIST_EVOLUTION_READINESS_AUDIT.json","P1909J_SPECIALIST_EVOLUTION_READINESS_AUDIT.json",".json","425","17/06/2026 10:30:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2001C\CONNECTOR_DETAIL_AUDIT.json","CONNECTOR_DETAIL_AUDIT.json",".json","1996","17/06/2026 10:30:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2001G_J\P2001G_AUTHORIZATION_AUDIT.json","P2001G_AUTHORIZATION_AUDIT.json",".json","107","17/06/2026 10:30:20"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2002A_J\P2002D_EVENT_LEDGER_PLAN.json","P2002D_EVENT_LEDGER_PLAN.json",".json","1421","17/06/2026 10:30:20"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2002A_J\P2002I_EVENT_COVERAGE_AUDIT.json","P2002I_EVENT_COVERAGE_AUDIT.json",".json","358","17/06/2026 10:30:20"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2003A_J\P2003A_FEATURE_INPUT_AUDIT.json","P2003A_FEATURE_INPUT_AUDIT.json",".json","44","17/06/2026 10:30:20"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2003A_J\P2003H_FEATURE_COVERAGE_AUDIT.json","P2003H_FEATURE_COVERAGE_AUDIT.json",".json","396","17/06/2026 10:30:20"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2004A_J\P2004H_REGIME_COVERAGE_AUDIT.json","P2004H_REGIME_COVERAGE_AUDIT.json",".json","394","17/06/2026 10:30:20"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2006A_J\P2006H_COVERAGE_AUDIT.json","P2006H_COVERAGE_AUDIT.json",".json","507","17/06/2026 10:30:21"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2007\REAL_DEPTH_READINESS_AUDIT.json","REAL_DEPTH_READINESS_AUDIT.json",".json","1327","17/06/2026 10:30:21"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\ledger\hypothesis_ledger.jsonl","hypothesis_ledger.jsonl",".jsonl","85017","17/06/2026 10:30:21"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_experiments\tmp_usde_runner\event_matrix.json","event_matrix.json",".json","505","17/06/2026 10:30:21"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_experiments\tmp_usde_runner\final_audit_report.md","final_audit_report.md",".md","109","17/06/2026 10:30:21"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_experiments\tmp_usde_runner\markov_matrix.json","markov_matrix.json",".json","513","17/06/2026 10:30:21"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_ledger\hypothesis_ledger.jsonl","hypothesis_ledger.jsonl",".jsonl","18236","17/06/2026 10:30:21"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\0167102d6f67c2fd\artifacts\event_matrix.json","event_matrix.json",".json","610","16/06/2026 21:42:49"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\0167102d6f67c2fd\artifacts\final_audit_report.md","final_audit_report.md",".md","109","16/06/2026 21:42:49"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\0167102d6f67c2fd\artifacts\markov_matrix.json","markov_matrix.json",".json","573","16/06/2026 21:42:49"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\0b95a9b47d7f5bf4\artifacts\event_matrix.json","event_matrix.json",".json","610","16/06/2026 15:10:50"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\0b95a9b47d7f5bf4\artifacts\final_audit_report.md","final_audit_report.md",".md","109","16/06/2026 15:10:50"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\0b95a9b47d7f5bf4\artifacts\markov_matrix.json","markov_matrix.json",".json","573","16/06/2026 15:10:50"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\0e817aea89e46d71\artifacts\event_matrix.json","event_matrix.json",".json","610","16/06/2026 15:39:11"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\0e817aea89e46d71\artifacts\final_audit_report.md","final_audit_report.md",".md","109","16/06/2026 15:39:11"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\0e817aea89e46d71\artifacts\markov_matrix.json","markov_matrix.json",".json","573","16/06/2026 15:39:11"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\14283e9b02410eac\artifacts\event_matrix.json","event_matrix.json",".json","610","16/06/2026 11:31:22"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\14283e9b02410eac\artifacts\final_audit_report.md","final_audit_report.md",".md","109","16/06/2026 11:31:22"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\14283e9b02410eac\artifacts\markov_matrix.json","markov_matrix.json",".json","573","16/06/2026 11:31:22"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\150913fd90f38a20\artifacts\event_matrix.json","event_matrix.json",".json","610","16/06/2026 21:37:55"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\150913fd90f38a20\artifacts\final_audit_report.md","final_audit_report.md",".md","109","16/06/2026 21:37:55"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\150913fd90f38a20\artifacts\markov_matrix.json","markov_matrix.json",".json","573","16/06/2026 21:37:55"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\156277597231263a\artifacts\event_matrix.json","event_matrix.json",".json","610","16/06/2026 07:40:55"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\156277597231263a\artifacts\final_audit_report.md","final_audit_report.md",".md","109","16/06/2026 07:40:55"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\156277597231263a\artifacts\markov_matrix.json","markov_matrix.json",".json","573","16/06/2026 07:40:55"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\1b03547a802e8fff\artifacts\event_matrix.json","event_matrix.json",".json","610","17/06/2026 10:11:44"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\1b03547a802e8fff\artifacts\final_audit_report.md","final_audit_report.md",".md","109","17/06/2026 10:11:44"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\1b03547a802e8fff\artifacts\markov_matrix.json","markov_matrix.json",".json","573","17/06/2026 10:11:44"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\1bb627a03c64d219\artifacts\event_matrix.json","event_matrix.json",".json","610","16/06/2026 21:07:42"
