"name","path","modified","hit"
"TrailingMA.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Expert\Trailing\TrailingMA.mqh","09/06/2026 17:01:34","symbol"
"TrailingParabolicSAR.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Expert\Trailing\TrailingParabolicSAR.mqh","09/06/2026 17:01:34","symbol"
"File.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Files\File.mqh","09/06/2026 17:01:34","Common"
"FileBMP.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Files\FileBMP.mqh","09/06/2026 17:01:34","common"
"ArrayList.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Generic\ArrayList.mqh","09/06/2026 17:01:34","order"
"HashSet.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Generic\HashSet.mqh","09/06/2026 17:01:34","common"
"SortedSet.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Generic\SortedSet.mqh","09/06/2026 17:01:34","order"
"IComparable.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Generic\Interfaces\IComparable.mqh","09/06/2026 17:01:34","order"
"ISet.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Generic\Interfaces\ISet.mqh","09/06/2026 17:01:34","action"
"ArrayFunction.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Generic\Internal\ArrayFunction.mqh","09/06/2026 17:01:34","order"
"Axis.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Graphics\Axis.mqh","09/06/2026 17:01:34","action"
"Graphic.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Graphics\Graphic.mqh","09/06/2026 17:01:34","symbol"
"BillWilliams.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Indicators\BillWilliams.mqh","09/06/2026 17:01:34","symbol"
"Custom.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Indicators\Custom.mqh","09/06/2026 17:01:34","symbol"
"Indicator.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Indicators\Indicator.mqh","09/06/2026 17:01:34","symbol"
"Indicators.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Indicators\Indicators.mqh","09/06/2026 17:01:34","symbol"
"Oscilators.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Indicators\Oscilators.mqh","09/06/2026 17:01:34","symbol"
"Series.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Indicators\Series.mqh","09/06/2026 17:01:34","symbol"
"TimeSeries.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Indicators\TimeSeries.mqh","09/06/2026 17:01:34","symbol"
"Trend.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Indicators\Trend.mqh","09/06/2026 17:01:34","symbol"
"Volumes.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Indicators\Volumes.mqh","09/06/2026 17:01:34","symbol"
"alglib.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Alglib\alglib.mqh","09/06/2026 17:01:34","action"
"alglibinternal.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Alglib\alglibinternal.mqh","09/06/2026 17:01:34","order"
"alglibmisc.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Alglib\alglibmisc.mqh","09/06/2026 17:01:34","order"
"ap.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Alglib\ap.mqh","09/06/2026 17:01:34","FileOpen"
"bitconvert.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Alglib\bitconvert.mqh","09/06/2026 17:01:34","action"
"dataanalysis.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Alglib\dataanalysis.mqh","09/06/2026 17:01:34","Mind"
"diffequations.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Alglib\diffequations.mqh","09/06/2026 17:01:34","ORDER"
"fasttransforms.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Alglib\fasttransforms.mqh","09/06/2026 17:01:34","order"
"integration.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Alglib\integration.mqh","09/06/2026 17:01:34","order"
"interpolation.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Alglib\interpolation.mqh","09/06/2026 17:01:34","order"
"linalg.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Alglib\linalg.mqh","09/06/2026 17:01:34","order"
"optimization.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Alglib\optimization.mqh","09/06/2026 17:01:35","order"
"solvers.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Alglib\solvers.mqh","09/06/2026 17:01:35","order"
"specialfunctions.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Alglib\specialfunctions.mqh","09/06/2026 17:01:35","action"
"statistics.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Alglib\statistics.mqh","09/06/2026 17:01:35","Common"
"fuzzyrule.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Fuzzy\fuzzyrule.mqh","09/06/2026 17:01:35","common"
"genericfuzzysystem.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Fuzzy\genericfuzzysystem.mqh","09/06/2026 17:01:35","Common"
"helper.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Fuzzy\helper.mqh","09/06/2026 17:01:35","symbol"
"sugenofuzzysystem.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Fuzzy\sugenofuzzysystem.mqh","09/06/2026 17:01:35","action"
"Math.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Stat\Math.mqh","09/06/2026 17:01:35","order"
"NegativeBinomial.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Stat\NegativeBinomial.mqh","09/06/2026 17:01:35","common"
"NoncentralBeta.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Stat\NoncentralBeta.mqh","09/06/2026 17:01:35","common"
"NoncentralChiSquare.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Stat\NoncentralChiSquare.mqh","09/06/2026 17:01:35","common"
"NoncentralF.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Stat\NoncentralF.mqh","09/06/2026 17:01:35","common"
"NoncentralT.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Stat\NoncentralT.mqh","09/06/2026 17:01:35","common"
"Poisson.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Math\Stat\Poisson.mqh","09/06/2026 17:01:35","action"
"DateTime.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Tools\DateTime.mqh","09/06/2026 17:01:35","MinD"
"AccountInfo.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Trade\AccountInfo.mqh","09/06/2026 17:01:35","Order"
"DealInfo.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Trade\DealInfo.mqh","09/06/2026 17:01:35","order"
"HistoryOrderInfo.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Trade\HistoryOrderInfo.mqh","09/06/2026 17:01:35","Order"
"OrderInfo.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Trade\OrderInfo.mqh","09/06/2026 17:01:35","Order"
"PositionInfo.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Trade\PositionInfo.mqh","09/06/2026 17:01:35","Symbol"
"SymbolInfo.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Trade\SymbolInfo.mqh","09/06/2026 17:01:35","Symbol"
"TerminalInfo.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Trade\TerminalInfo.mqh","09/06/2026 17:01:35","Common"
"Trade.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\Trade\Trade.mqh","09/06/2026 17:01:35","Order"
"errhandlingapi.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\WinAPI\errhandlingapi.mqh","09/06/2026 17:01:35","action"
"winbase.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\WinAPI\winbase.mqh","09/06/2026 17:01:35","ACTION"
"wingdi.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\WinAPI\wingdi.mqh","09/06/2026 17:01:35","ORDER"
"winnt.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\WinAPI\winnt.mqh","09/06/2026 17:01:35","SYMBOL"
"winreg.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\WinAPI\winreg.mqh","09/06/2026 17:01:35","action"
"winuser.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Include\WinAPI\winuser.mqh","09/06/2026 17:01:35","Action"
"Bears.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Examples\Bears.mq5","09/06/2026 17:01:35","Symbol"
"ColorLine.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Examples\ColorLine.mq5","09/06/2026 17:01:35","Symbol"
"FrAMA.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Examples\FrAMA.mq5","09/06/2026 17:01:35","Symbol"
"ParabolicSAR.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Examples\ParabolicSAR.mq5","09/06/2026 17:01:35","symbol"
"Ultimate_Oscillator.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Examples\Ultimate_Oscillator.mq5","09/06/2026 17:01:35","Symbol"
"PanelDialog.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Examples\Panels\ChartPanel\PanelDialog.mqh","09/06/2026 17:01:35","order"
"PanelDialog.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Examples\Panels\SimplePanel\PanelDialog.mqh","09/06/2026 17:01:35","order"
"Camarilla Channel.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Free Indicators\Camarilla Channel.mq5","09/06/2026 17:01:35","symbol"
"DeMark Channel.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Free Indicators\DeMark Channel.mq5","09/06/2026 17:01:35","symbol"
"Donchian Channel.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Free Indicators\Donchian Channel.mq5","09/06/2026 17:01:35","ORDER"
"Fibonacci Channel.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Free Indicators\Fibonacci Channel.mq5","09/06/2026 17:01:35","symbol"
"Keltner Channel.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Free Indicators\Keltner Channel.mq5","09/06/2026 17:01:35","order"
"MarketProfile Canvas.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Free Indicators\MarketProfile Canvas.mq5","09/06/2026 17:01:35","Symbol"
"MarketProfile.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Free Indicators\MarketProfile.mq5","09/06/2026 17:01:35","Symbol"
"MurreyMath Channel.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Free Indicators\MurreyMath Channel.mq5","09/06/2026 17:01:35","ORDER"
"NRTR Channel.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Free Indicators\NRTR Channel.mq5","09/06/2026 17:01:35","ORDER"
"Parabolic Channel.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Free Indicators\Parabolic Channel.mq5","09/06/2026 17:01:35","ORDER"
"Pivot Channel.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Free Indicators\Pivot Channel.mq5","09/06/2026 17:01:35","symbol"
"Woodie Channel.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Indicators\Free Indicators\Woodie Channel.mq5","09/06/2026 17:01:35","symbol"
"20260618.log","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\logs\20260618.log","19/06/2026 00:00:02","MIND"
"20260619.log","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\logs\20260619.log","19/06/2026 20:32:44","MIND"
"MIND_ExportCandles_P2264B.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\MIND_ExportCandles_P2264B.mq5","18/06/2026 19:29:27","MIND"
"MIND_OpenCharts_P2271.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\MIND_OpenCharts_P2271.mq5","19/06/2026 20:24:49","MIND"
"ArrayDoubleSample.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\Examples\ArrayDouble\ArrayDoubleSample.mq5","09/06/2026 17:01:35","action"
"ChartSampleInit.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\Examples\ObjectChart\ChartSampleInit.mqh","09/06/2026 17:01:35","Symbol"
"ObjChartSample.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\Examples\ObjectChart\ObjChartSample.mq5","09/06/2026 17:01:35","symbol"
"FFT.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\Examples\OpenCL\Double\FFT.mq5","09/06/2026 17:01:35","Action"
"Wavelet.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\Examples\OpenCL\Double\Wavelet.mq5","09/06/2026 17:01:35","symbol"
"FFT.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\Examples\OpenCL\Float\FFT.mq5","09/06/2026 17:01:35","Action"
"Wavelet.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\Examples\OpenCL\Float\Wavelet.mq5","09/06/2026 17:01:35","symbol"
"OrderInfoSample.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\Examples\OrderInfo\OrderInfoSample.mq5","09/06/2026 17:01:35","Order"
"OrderInfoSampleInit.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\Examples\OrderInfo\OrderInfoSampleInit.mqh","09/06/2026 17:01:35","Order"
"PositionInfoSample.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\Examples\PositionInfo\PositionInfoSample.mq5","09/06/2026 17:01:35","Symbol"
"PositionInfoSampleInit.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\Examples\PositionInfo\PositionInfoSampleInit.mqh","09/06/2026 17:01:35","Symbol"
"SymbolInfoSample.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\Examples\SymbolInfo\SymbolInfoSample.mq5","09/06/2026 17:01:35","Symbol"
"SymbolInfoSampleInit.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\Examples\SymbolInfo\SymbolInfoSampleInit.mqh","09/06/2026 17:01:35","Symbol"
"TestClasses.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\UnitTests\Alglib\TestClasses.mqh","09/06/2026 17:01:35","order"
"TestInterfaces.mqh","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\UnitTests\Alglib\TestInterfaces.mqh","09/06/2026 17:01:35","order"
"TestArrayList.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\UnitTests\Generic\TestArrayList.mq5","09/06/2026 17:01:35","Order"
"TestLinkedList.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\UnitTests\Generic\TestLinkedList.mq5","09/06/2026 17:01:35","order"
"TestSortedMap.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\UnitTests\Generic\TestSortedMap.mq5","09/06/2026 17:01:35","Order"
"TestSortedSet.mq5","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Scripts\UnitTests\Generic\TestSortedSet.mq5","09/06/2026 17:01:35","order"
"20260618.log","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260618.log","18/06/2026 14:47:47","MIND"
"mind_p2234_p2235_test_log.txt","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\Common\Files\mind_p2234_p2235_test_log.txt","18/06/2026 12:58:23","COMMON"
"mt5_order.txt","C:\Users\MindFin\AppData\Roaming\MetaQuotes\Terminal\Common\Files\mt5_order.txt","20/06/2026 21:02:32","PAPER_ONLY"
"code_symbol_search_p56e.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\code_symbol_search_p56e.txt","09/06/2026 12:58:00","Mind"
"DRIVE_ZEROING_SCAN.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\DRIVE_ZEROING_SCAN.txt","02/06/2026 17:46:56","MIND"
"hardcode_inventory.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\hardcode_inventory.txt","03/06/2026 11:02:22","MIND"
"P445L_EXISTING_GOVERNANCE_SCAN.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\P445L_EXISTING_GOVERNANCE_SCAN.txt","17/06/2026 10:25:29","Mind"
"p56e_schema_hunt.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\p56e_schema_hunt.txt","09/06/2026 13:26:19","Mind"
"P56E2_DATABASE_DISCOVERY.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\P56E2_DATABASE_DISCOVERY.txt","11/06/2026 13:29:09","Mind"
"P56E2_DB_EVIDENCE_SCAN_FAST.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\P56E2_DB_EVIDENCE_SCAN_FAST.txt","11/06/2026 13:20:33","Mind"
"p56e4_source_expansion_hunt.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\p56e4_source_expansion_hunt.txt","09/06/2026 16:50:37","Mind"
"P56G26C_ABBI_PBR_MATCHES.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\P56G26C_ABBI_PBR_MATCHES.txt","14/06/2026 14:23:21","mind"
"repo_tree.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\repo_tree.txt","17/06/2026 10:24:06","symbol"
"SUPABASE_CONNECTION_SCAN.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\SUPABASE_CONNECTION_SCAN.txt","11/06/2026 13:25:57","Mind"
"AUTHORS.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\et_xmlfile-2.0.0.dist-info\AUTHORS.txt","19/05/2026 15:07:04","order"
"LICENSE.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\h11-0.16.0.dist-info\licenses\LICENSE.txt","19/05/2026 15:07:04","ACTION"
"readme.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\lxml\isoschematron\resources\xsl\iso-schematron-xslt1\readme.txt","19/05/2026 15:07:03","common"
"LICENSES.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\lxml-6.1.1.dist-info\licenses\LICENSES.txt","19/05/2026 15:07:03","action"
"LICENSE.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\numpy-2.4.6.dist-info\licenses\LICENSE.txt","19/05/2026 15:06:51","action"
"dragon4_LICENSE.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\numpy-2.4.6.dist-info\licenses\numpy\_core\src\multiarray\dragon4_LICENSE.txt","19/05/2026 15:06:51","ACTION"
"LICENSE.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\pip\_vendor\distlib\LICENSE.txt","19/05/2026 15:05:45","Common"
"LICENSE.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\pip\_vendor\urllib3\LICENSE.txt","19/05/2026 15:05:46","ACTION"
"AUTHORS.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\pip-26.1.1.dist-info\licenses\AUTHORS.txt","19/05/2026 15:05:46","Order"
